PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ebh,Ghi
2012-02-09T17:30:00Z,2012-02-09T17:00:00Z,PT30M,19.1,0,0,0,0
2012-02-09T18:00:00Z,2012-02-09T17:30:00Z,PT30M,19.1,0,0,0,0
2012-02-09T18:30:00Z,2012-02-09T18:00:00Z,PT30M,19.1,0,0,0,0
2012-02-09T19:00:00Z,2012-02-09T18:30:00Z,PT30M,19.1,1,0,0,1
2012-02-09T19:30:00Z,2012-02-09T19:00:00Z,PT30M,19.2,11,0,0,11
2012-02-09T20:00:00Z,2012-02-09T19:30:00Z,PT30M,19.3,26,0,0,26
2012-02-09T20:30:00Z,2012-02-09T20:00:00Z,PT30M,19.3,62,0,0,62
2012-02-09T21:00:00Z,2012-02-09T20:30:00Z,PT30M,19.4,103,0,0,103
2012-02-09T21:30:00Z,2012-02-09T21:00:00Z,PT30M,19.8,105,0,0,105
2012-02-09T22:00:00Z,2012-02-09T21:30:00Z,PT30M,20.2,95,0,0,95
2012-02-09T22:30:00Z,2012-02-09T22:00:00Z,PT30M,20.6,79,0,0,79
2012-02-09T23:00:00Z,2012-02-09T22:30:00Z,PT30M,21.1,65,22,17,83
2012-02-09T23:30:00Z,2012-02-09T23:00:00Z,PT30M,21.6,93,352,283,376
2012-02-10T00:00:00Z,2012-02-09T23:30:00Z,PT30M,22.0,133,740,595,729
2012-02-10T00:30:00Z,2012-02-10T00:00:00Z,PT30M,22.1,155,510,410,565
2012-02-10T01:00:00Z,2012-02-10T00:30:00Z,PT30M,22.1,177,101,81,258
2012-02-10T01:30:00Z,2012-02-10T01:00:00Z,PT30M,22.0,306,0,0,306
2012-02-10T02:00:00Z,2012-02-10T01:30:00Z,PT30M,21.9,456,19,17,473
2012-02-10T02:30:00Z,2012-02-10T02:00:00Z,PT30M,21.8,400,305,284,684
2012-02-10T03:00:00Z,2012-02-10T02:30:00Z,PT30M,21.7,288,641,598,886
2012-02-10T03:30:00Z,2012-02-10T03:00:00Z,PT30M,21.7,336,442,412,748
2012-02-10T04:00:00Z,2012-02-10T03:30:00Z,PT30M,21.7,423,87,81,505
2012-02-10T04:30:00Z,2012-02-10T04:00:00Z,PT30M,21.7,321,0,0,321
2012-02-10T05:00:00Z,2012-02-10T04:30:00Z,PT30M,21.7,166,0,0,166
2012-02-10T05:30:00Z,2012-02-10T05:00:00Z,PT30M,21.7,130,0,0,130
2012-02-10T06:00:00Z,2012-02-10T05:30:00Z,PT30M,21.7,133,0,0,133
2012-02-10T06:30:00Z,2012-02-10T06:00:00Z,PT30M,21.5,128,0,0,128
2012-02-10T07:00:00Z,2012-02-10T06:30:00Z,PT30M,21.3,119,8,2,121
2012-02-10T07:30:00Z,2012-02-10T07:00:00Z,PT30M,21.1,99,137,28,127
2012-02-10T08:00:00Z,2012-02-10T07:30:00Z,PT30M,20.9,75,289,60,135
2012-02-10T08:30:00Z,2012-02-10T08:00:00Z,PT30M,20.6,42,199,41,83
2012-02-10T09:00:00Z,2012-02-10T08:30:00Z,PT30M,20.4,8,39,8,16
2012-02-10T09:30:00Z,2012-02-10T09:00:00Z,PT30M,20.2,0,0,0,0
2012-02-10T10:00:00Z,2012-02-10T09:30:00Z,PT30M,20.0,0,0,0,0
2012-02-10T10:30:00Z,2012-02-10T10:00:00Z,PT30M,19.8,0,0,0,0
2012-02-10T11:00:00Z,2012-02-10T10:30:00Z,PT30M,19.6,0,0,0,0
2012-02-10T11:30:00Z,2012-02-10T11:00:00Z,PT30M,19.4,0,0,0,0
2012-02-10T12:00:00Z,2012-02-10T11:30:00Z,PT30M,19.2,0,0,0,0
2012-02-10T12:30:00Z,2012-02-10T12:00:00Z,PT30M,19.2,0,0,0,0
2012-02-10T13:00:00Z,2012-02-10T12:30:00Z,PT30M,19.1,0,0,0,0
2012-02-10T13:30:00Z,2012-02-10T13:00:00Z,PT30M,19.2,0,0,0,0
2012-02-10T14:00:00Z,2012-02-10T13:30:00Z,PT30M,19.2,0,0,0,0
2012-02-10T14:30:00Z,2012-02-10T14:00:00Z,PT30M,19.2,0,0,0,0
2012-02-10T15:00:00Z,2012-02-10T14:30:00Z,PT30M,19.2,0,0,0,0
2012-02-10T15:30:00Z,2012-02-10T15:00:00Z,PT30M,19.1,0,0,0,0
2012-02-10T16:00:00Z,2012-02-10T15:30:00Z,PT30M,19.1,0,0,0,0
2012-02-10T16:30:00Z,2012-02-10T16:00:00Z,PT30M,19.0,0,0,0,0
2012-02-10T17:00:00Z,2012-02-10T16:30:00Z,PT30M,18.9,0,0,0,0
2012-02-10T17:30:00Z,2012-02-10T17:00:00Z,PT30M,18.9,0,0,0,0
2012-02-10T18:00:00Z,2012-02-10T17:30:00Z,PT30M,18.8,0,0,0,0
2012-02-10T18:30:00Z,2012-02-10T18:00:00Z,PT30M,18.8,0,0,0,0
2012-02-10T19:00:00Z,2012-02-10T18:30:00Z,PT30M,18.7,1,0,0,1
2012-02-10T19:30:00Z,2012-02-10T19:00:00Z,PT30M,18.7,9,0,0,9
2012-02-10T20:00:00Z,2012-02-10T19:30:00Z,PT30M,18.7,20,0,0,20
2012-02-10T20:30:00Z,2012-02-10T20:00:00Z,PT30M,18.7,30,0,0,30
2012-02-10T21:00:00Z,2012-02-10T20:30:00Z,PT30M,18.7,40,0,0,40
2012-02-10T21:30:00Z,2012-02-10T21:00:00Z,PT30M,19.0,51,0,0,51
2012-02-10T22:00:00Z,2012-02-10T21:30:00Z,PT30M,19.3,71,0,0,71
2012-02-10T22:30:00Z,2012-02-10T22:00:00Z,PT30M,19.7,207,0,0,207
2012-02-10T23:00:00Z,2012-02-10T22:30:00Z,PT30M,20.0,371,12,10,381
2012-02-10T23:30:00Z,2012-02-10T23:00:00Z,PT30M,20.4,385,198,159,543
2012-02-11T00:00:00Z,2012-02-10T23:30:00Z,PT30M,20.8,352,416,334,686
2012-02-11T00:30:00Z,2012-02-11T00:00:00Z,PT30M,20.8,372,287,230,602
2012-02-11T01:00:00Z,2012-02-11T00:30:00Z,PT30M,20.8,410,61,50,460
2012-02-11T01:30:00Z,2012-02-11T01:00:00Z,PT30M,20.6,477,75,70,547
2012-02-11T02:00:00Z,2012-02-11T01:30:00Z,PT30M,20.5,550,157,148,698
2012-02-11T02:30:00Z,2012-02-11T02:00:00Z,PT30M,20.3,576,108,102,678
2012-02-11T03:00:00Z,2012-02-11T02:30:00Z,PT30M,20.2,573,21,20,593
2012-02-11T03:30:00Z,2012-02-11T03:00:00Z,PT30M,20.1,360,0,0,360
2012-02-11T04:00:00Z,2012-02-11T03:30:00Z,PT30M,20.1,96,21,16,112
2012-02-11T04:30:00Z,2012-02-11T04:00:00Z,PT30M,20.1,74,345,259,333
2012-02-11T05:00:00Z,2012-02-11T04:30:00Z,PT30M,20.0,128,744,557,684
2012-02-11T05:30:00Z,2012-02-11T05:00:00Z,PT30M,20.0,135,818,566,700
2012-02-11T06:00:00Z,2012-02-11T05:30:00Z,PT30M,20.0,125,786,481,606
2012-02-11T06:30:00Z,2012-02-11T06:00:00Z,PT30M,20.0,111,746,392,503
2012-02-11T07:00:00Z,2012-02-11T06:30:00Z,PT30M,19.9,95,700,301,396
2012-02-11T07:30:00Z,2012-02-11T07:00:00Z,PT30M,19.8,77,613,209,287
2012-02-11T08:00:00Z,2012-02-11T07:30:00Z,PT30M,19.8,59,505,120,179
2012-02-11T08:30:00Z,2012-02-11T08:00:00Z,PT30M,19.7,33,292,60,93
2012-02-11T09:00:00Z,2012-02-11T08:30:00Z,PT30M,19.6,7,58,12,18
2012-02-11T09:30:00Z,2012-02-11T09:00:00Z,PT30M,19.4,0,0,0,0
2012-02-11T10:00:00Z,2012-02-11T09:30:00Z,PT30M,19.0,0,0,0,0
2012-02-11T10:30:00Z,2012-02-11T10:00:00Z,PT30M,18.7,0,0,0,0
2012-02-11T11:00:00Z,2012-02-11T10:30:00Z,PT30M,18.3,0,0,0,0
2012-02-11T11:30:00Z,2012-02-11T11:00:00Z,PT30M,18.0,0,0,0,0
2012-02-11T12:00:00Z,2012-02-11T11:30:00Z,PT30M,17.6,0,0,0,0
2012-02-11T12:30:00Z,2012-02-11T12:00:00Z,PT30M,17.5,0,0,0,0
2012-02-11T13:00:00Z,2012-02-11T12:30:00Z,PT30M,17.4,0,0,0,0
2012-02-11T13:30:00Z,2012-02-11T13:00:00Z,PT30M,17.4,0,0,0,0
2012-02-11T14:00:00Z,2012-02-11T13:30:00Z,PT30M,17.3,0,0,0,0
2012-02-11T14:30:00Z,2012-02-11T14:00:00Z,PT30M,17.3,0,0,0,0
2012-02-11T15:00:00Z,2012-02-11T14:30:00Z,PT30M,17.3,0,0,0,0
2012-02-11T15:30:00Z,2012-02-11T15:00:00Z,PT30M,17.2,0,0,0,0
2012-02-11T16:00:00Z,2012-02-11T15:30:00Z,PT30M,17.1,0,0,0,0
2012-02-11T16:30:00Z,2012-02-11T16:00:00Z,PT30M,17.0,0,0,0,0
2012-02-11T17:00:00Z,2012-02-11T16:30:00Z,PT30M,16.8,0,0,0,0
2012-02-11T17:30:00Z,2012-02-11T17:00:00Z,PT30M,16.7,0,0,0,0
2012-02-11T18:00:00Z,2012-02-11T17:30:00Z,PT30M,16.6,0,0,0,0
2012-02-11T18:30:00Z,2012-02-11T18:00:00Z,PT30M,16.7,0,0,0,0
2012-02-11T19:00:00Z,2012-02-11T18:30:00Z,PT30M,16.8,1,5,0,1
2012-02-11T19:30:00Z,2012-02-11T19:00:00Z,PT30M,16.9,10,79,7,17
2012-02-11T20:00:00Z,2012-02-11T19:30:00Z,PT30M,17.0,23,180,19,42
2012-02-11T20:30:00Z,2012-02-11T20:00:00Z,PT30M,17.2,43,364,81,124
2012-02-11T21:00:00Z,2012-02-11T20:30:00Z,PT30M,17.3,64,567,160,224
2012-02-11T21:30:00Z,2012-02-11T21:00:00Z,PT30M,17.9,79,679,256,335
2012-02-11T22:00:00Z,2012-02-11T21:30:00Z,PT30M,18.6,91,760,356,447
2012-02-11T22:30:00Z,2012-02-11T22:00:00Z,PT30M,19.4,100,812,454,554
2012-02-11T23:00:00Z,2012-02-11T22:30:00Z,PT30M,20.1,108,855,551,658
2012-02-11T23:30:00Z,2012-02-11T23:00:00Z,PT30M,20.9,112,886,637,749
2012-02-12T00:00:00Z,2012-02-11T23:30:00Z,PT30M,21.7,120,904,710,831
2012-02-12T00:30:00Z,2012-02-12T00:00:00Z,PT30M,22.0,211,770,638,849
2012-02-12T01:00:00Z,2012-02-12T00:30:00Z,PT30M,22.2,322,599,527,848
2012-02-12T01:30:00Z,2012-02-12T01:00:00Z,PT30M,22.4,334,595,544,879
2012-02-12T02:00:00Z,2012-02-12T01:30:00Z,PT30M,22.5,313,648,605,918
2012-02-12T02:30:00Z,2012-02-12T02:00:00Z,PT30M,22.6,260,735,686,947
2012-02-12T03:00:00Z,2012-02-12T02:30:00Z,PT30M,22.7,200,830,770,970
2012-02-12T03:30:00Z,2012-02-12T03:00:00Z,PT30M,22.7,159,885,798,956
2012-02-12T04:00:00Z,2012-02-12T03:30:00Z,PT30M,22.7,123,902,786,909
2012-02-12T04:30:00Z,2012-02-12T04:00:00Z,PT30M,22.6,79,554,478,558
2012-02-12T05:00:00Z,2012-02-12T04:30:00Z,PT30M,22.5,36,109,94,131
2012-02-12T05:30:00Z,2012-02-12T05:00:00Z,PT30M,22.5,57,0,0,57
2012-02-12T06:00:00Z,2012-02-12T05:30:00Z,PT30M,22.4,98,5,2,100
2012-02-12T06:30:00Z,2012-02-12T06:00:00Z,PT30M,22.2,151,75,31,182
2012-02-12T07:00:00Z,2012-02-12T06:30:00Z,PT30M,22.0,202,158,64,266
2012-02-12T07:30:00Z,2012-02-12T07:00:00Z,PT30M,21.8,167,109,44,211
2012-02-12T08:00:00Z,2012-02-12T07:30:00Z,PT30M,21.5,105,21,9,114
2012-02-12T08:30:00Z,2012-02-12T08:00:00Z,PT30M,21.3,55,0,0,55
2012-02-12T09:00:00Z,2012-02-12T08:30:00Z,PT30M,21.0,11,0,0,11
2012-02-12T09:30:00Z,2012-02-12T09:00:00Z,PT30M,20.8,0,0,0,0
2012-02-12T10:00:00Z,2012-02-12T09:30:00Z,PT30M,20.5,0,0,0,0
2012-02-12T10:30:00Z,2012-02-12T10:00:00Z,PT30M,20.3,0,0,0,0
2012-02-12T11:00:00Z,2012-02-12T10:30:00Z,PT30M,20.1,0,0,0,0
2012-02-12T11:30:00Z,2012-02-12T11:00:00Z,PT30M,19.8,0,0,0,0
2012-02-12T12:00:00Z,2012-02-12T11:30:00Z,PT30M,19.6,0,0,0,0
2012-02-12T12:30:00Z,2012-02-12T12:00:00Z,PT30M,19.5,0,0,0,0
2012-02-12T13:00:00Z,2012-02-12T12:30:00Z,PT30M,19.4,0,0,0,0
2012-02-12T13:30:00Z,2012-02-12T13:00:00Z,PT30M,19.3,0,0,0,0
2012-02-12T14:00:00Z,2012-02-12T13:30:00Z,PT30M,19.2,0,0,0,0
2012-02-12T14:30:00Z,2012-02-12T14:00:00Z,PT30M,19.1,0,0,0,0
2012-02-12T15:00:00Z,2012-02-12T14:30:00Z,PT30M,19.0,0,0,0,0
2012-02-12T15:30:00Z,2012-02-12T15:00:00Z,PT30M,18.9,0,0,0,0
2012-02-12T16:00:00Z,2012-02-12T15:30:00Z,PT30M,18.8,0,0,0,0
2012-02-12T16:30:00Z,2012-02-12T16:00:00Z,PT30M,18.8,0,0,0,0
2012-02-12T17:00:00Z,2012-02-12T16:30:00Z,PT30M,18.7,0,0,0,0
2012-02-12T17:30:00Z,2012-02-12T17:00:00Z,PT30M,18.7,0,0,0,0
2012-02-12T18:00:00Z,2012-02-12T17:30:00Z,PT30M,18.6,0,0,0,0
2012-02-12T18:30:00Z,2012-02-12T18:00:00Z,PT30M,18.6,0,0,0,0
2012-02-12T19:00:00Z,2012-02-12T18:30:00Z,PT30M,18.7,1,0,0,1
2012-02-12T19:30:00Z,2012-02-12T19:00:00Z,PT30M,18.7,13,5,0,13
2012-02-12T20:00:00Z,2012-02-12T19:30:00Z,PT30M,18.7,29,10,1,30
2012-02-12T20:30:00Z,2012-02-12T20:00:00Z,PT30M,18.8,47,7,1,47
2012-02-12T21:00:00Z,2012-02-12T20:30:00Z,PT30M,18.8,66,20,9,75
2012-02-12T21:30:00Z,2012-02-12T21:00:00Z,PT30M,19.2,81,304,146,227
2012-02-12T22:00:00Z,2012-02-12T21:30:00Z,PT30M,19.6,102,644,310,412
2012-02-12T22:30:00Z,2012-02-12T22:00:00Z,PT30M,20.1,209,527,268,477
2012-02-12T23:00:00Z,2012-02-12T22:30:00Z,PT30M,20.6,340,271,163,504
2012-02-12T23:30:00Z,2012-02-12T23:00:00Z,PT30M,21.1,428,152,104,531
2012-02-13T00:00:00Z,2012-02-12T23:30:00Z,PT30M,21.6,498,80,60,558
2012-02-13T00:30:00Z,2012-02-13T00:00:00Z,PT30M,21.6,531,38,30,562
2012-02-13T01:00:00Z,2012-02-13T00:30:00Z,PT30M,21.5,539,7,6,545
2012-02-13T01:30:00Z,2012-02-13T01:00:00Z,PT30M,21.3,349,0,0,349
2012-02-13T02:00:00Z,2012-02-13T01:30:00Z,PT30M,21.1,117,0,0,117
2012-02-13T02:30:00Z,2012-02-13T02:00:00Z,PT30M,20.9,197,0,0,197
2012-02-13T03:00:00Z,2012-02-13T02:30:00Z,PT30M,20.7,362,0,0,362
2012-02-13T03:30:00Z,2012-02-13T03:00:00Z,PT30M,20.5,289,0,0,289
2012-02-13T04:00:00Z,2012-02-13T03:30:00Z,PT30M,20.4,145,0,0,145
2012-02-13T04:30:00Z,2012-02-13T04:00:00Z,PT30M,20.2,113,0,0,113
2012-02-13T05:00:00Z,2012-02-13T04:30:00Z,PT30M,20.1,118,0,0,118
2012-02-13T05:30:00Z,2012-02-13T05:00:00Z,PT30M,20.0,119,0,0,119
2012-02-13T06:00:00Z,2012-02-13T05:30:00Z,PT30M,19.8,118,0,0,118
2012-02-13T06:30:00Z,2012-02-13T06:00:00Z,PT30M,19.7,109,0,0,109
2012-02-13T07:00:00Z,2012-02-13T06:30:00Z,PT30M,19.6,96,0,0,96
2012-02-13T07:30:00Z,2012-02-13T07:00:00Z,PT30M,19.5,69,0,0,69
2012-02-13T08:00:00Z,2012-02-13T07:30:00Z,PT30M,19.4,39,0,0,39
2012-02-13T08:30:00Z,2012-02-13T08:00:00Z,PT30M,19.3,19,0,0,19
2012-02-13T09:00:00Z,2012-02-13T08:30:00Z,PT30M,19.2,4,0,0,4
2012-02-13T09:30:00Z,2012-02-13T09:00:00Z,PT30M,19.1,0,0,0,0
2012-02-13T10:00:00Z,2012-02-13T09:30:00Z,PT30M,19.0,0,0,0,0
2012-02-13T10:30:00Z,2012-02-13T10:00:00Z,PT30M,18.9,0,0,0,0
2012-02-13T11:00:00Z,2012-02-13T10:30:00Z,PT30M,18.9,0,0,0,0
2012-02-13T11:30:00Z,2012-02-13T11:00:00Z,PT30M,18.8,0,0,0,0
2012-02-13T12:00:00Z,2012-02-13T11:30:00Z,PT30M,18.7,0,0,0,0
2012-02-13T12:30:00Z,2012-02-13T12:00:00Z,PT30M,18.7,0,0,0,0
2012-02-13T13:00:00Z,2012-02-13T12:30:00Z,PT30M,18.7,0,0,0,0
2012-02-13T13:30:00Z,2012-02-13T13:00:00Z,PT30M,18.6,0,0,0,0
2012-02-13T14:00:00Z,2012-02-13T13:30:00Z,PT30M,18.6,0,0,0,0
2012-02-13T14:30:00Z,2012-02-13T14:00:00Z,PT30M,18.5,0,0,0,0
2012-02-13T15:00:00Z,2012-02-13T14:30:00Z,PT30M,18.5,0,0,0,0
2012-02-13T15:30:00Z,2012-02-13T15:00:00Z,PT30M,18.5,0,0,0,0
2012-02-13T16:00:00Z,2012-02-13T15:30:00Z,PT30M,18.4,0,0,0,0
2012-02-13T16:30:00Z,2012-02-13T16:00:00Z,PT30M,18.4,0,0,0,0
2012-02-13T17:00:00Z,2012-02-13T16:30:00Z,PT30M,18.3,0,0,0,0
2012-02-13T17:30:00Z,2012-02-13T17:00:00Z,PT30M,18.3,0,0,0,0
2012-02-13T18:00:00Z,2012-02-13T17:30:00Z,PT30M,18.3,0,0,0,0
2012-02-13T18:30:00Z,2012-02-13T18:00:00Z,PT30M,18.3,0,0,0,0
2012-02-13T19:00:00Z,2012-02-13T18:30:00Z,PT30M,18.4,1,0,0,1
2012-02-13T19:30:00Z,2012-02-13T19:00:00Z,PT30M,18.5,11,0,0,11
2012-02-13T20:00:00Z,2012-02-13T19:30:00Z,PT30M,18.6,26,0,0,26
2012-02-13T20:30:00Z,2012-02-13T20:00:00Z,PT30M,18.7,74,0,0,74
2012-02-13T21:00:00Z,2012-02-13T20:30:00Z,PT30M,18.8,131,7,3,134
2012-02-13T21:30:00Z,2012-02-13T21:00:00Z,PT30M,19.1,183,112,53,236
2012-02-13T22:00:00Z,2012-02-13T21:30:00Z,PT30M,19.4,234,236,112,347
2012-02-13T22:30:00Z,2012-02-13T22:00:00Z,PT30M,19.8,316,162,78,394
2012-02-13T23:00:00Z,2012-02-13T22:30:00Z,PT30M,20.3,406,34,17,422
2012-02-13T23:30:00Z,2012-02-13T23:00:00Z,PT30M,20.7,462,26,21,483
2012-02-14T00:00:00Z,2012-02-13T23:30:00Z,PT30M,21.1,494,55,44,538
2012-02-14T00:30:00Z,2012-02-14T00:00:00Z,PT30M,21.2,341,38,30,371
2012-02-14T01:00:00Z,2012-02-14T00:30:00Z,PT30M,21.2,144,7,6,150
2012-02-14T01:30:00Z,2012-02-14T01:00:00Z,PT30M,21.2,195,0,0,195
2012-02-14T02:00:00Z,2012-02-14T01:30:00Z,PT30M,21.1,321,12,11,332
2012-02-14T02:30:00Z,2012-02-14T02:00:00Z,PT30M,21.1,377,190,176,553
2012-02-14T03:00:00Z,2012-02-14T02:30:00Z,PT30M,21.0,411,403,372,783
2012-02-14T03:30:00Z,2012-02-14T03:00:00Z,PT30M,21.0,466,322,295,761
2012-02-14T04:00:00Z,2012-02-14T03:30:00Z,PT30M,20.9,523,153,135,658
2012-02-14T04:30:00Z,2012-02-14T04:00:00Z,PT30M,20.8,511,98,81,592
2012-02-14T05:00:00Z,2012-02-14T04:30:00Z,PT30M,20.8,469,100,73,542
2012-02-14T05:30:00Z,2012-02-14T05:00:00Z,PT30M,20.7,318,388,235,553
2012-02-14T06:00:00Z,2012-02-14T05:30:00Z,PT30M,20.6,143,729,431,574
2012-02-14T06:30:00Z,2012-02-14T06:00:00Z,PT30M,20.5,155,509,297,453
2012-02-14T07:00:00Z,2012-02-14T06:30:00Z,PT30M,20.3,220,129,69,289
2012-02-14T07:30:00Z,2012-02-14T07:00:00Z,PT30M,20.2,181,80,19,200
2012-02-14T08:00:00Z,2012-02-14T07:30:00Z,PT30M,20.0,108,132,27,135
2012-02-14T08:30:00Z,2012-02-14T08:00:00Z,PT30M,19.8,55,89,17,73
2012-02-14T09:00:00Z,2012-02-14T08:30:00Z,PT30M,19.6,11,17,3,14
2012-02-14T09:30:00Z,2012-02-14T09:00:00Z,PT30M,19.5,0,0,0,0
2012-02-14T10:00:00Z,2012-02-14T09:30:00Z,PT30M,19.5,0,0,0,0
2012-02-14T10:30:00Z,2012-02-14T10:00:00Z,PT30M,19.4,0,0,0,0
2012-02-14T11:00:00Z,2012-02-14T10:30:00Z,PT30M,19.4,0,0,0,0
2012-02-14T11:30:00Z,2012-02-14T11:00:00Z,PT30M,19.3,0,0,0,0
2012-02-14T12:00:00Z,2012-02-14T11:30:00Z,PT30M,19.3,0,0,0,0
2012-02-14T12:30:00Z,2012-02-14T12:00:00Z,PT30M,19.2,0,0,0,0
2012-02-14T13:00:00Z,2012-02-14T12:30:00Z,PT30M,19.1,0,0,0,0
2012-02-14T13:30:00Z,2012-02-14T13:00:00Z,PT30M,19.0,0,0,0,0
2012-02-14T14:00:00Z,2012-02-14T13:30:00Z,PT30M,18.9,0,0,0,0
2012-02-14T14:30:00Z,2012-02-14T14:00:00Z,PT30M,18.8,0,0,0,0
2012-02-14T15:00:00Z,2012-02-14T14:30:00Z,PT30M,18.7,0,0,0,0
2012-02-14T15:30:00Z,2012-02-14T15:00:00Z,PT30M,18.7,0,0,0,0
2012-02-14T16:00:00Z,2012-02-14T15:30:00Z,PT30M,18.6,0,0,0,0
2012-02-14T16:30:00Z,2012-02-14T16:00:00Z,PT30M,18.6,0,0,0,0
2012-02-14T17:00:00Z,2012-02-14T16:30:00Z,PT30M,18.6,0,0,0,0
2012-02-14T17:30:00Z,2012-02-14T17:00:00Z,PT30M,18.6,0,0,0,0
2012-02-14T18:00:00Z,2012-02-14T17:30:00Z,PT30M,18.6,0,0,0,0
2012-02-14T18:30:00Z,2012-02-14T18:00:00Z,PT30M,18.6,0,0,0,0
2012-02-14T19:00:00Z,2012-02-14T18:30:00Z,PT30M,18.7,1,4,0,1
2012-02-14T19:30:00Z,2012-02-14T19:00:00Z,PT30M,18.7,9,62,5,14
2012-02-14T20:00:00Z,2012-02-14T19:30:00Z,PT30M,18.8,22,130,11,33
2012-02-14T20:30:00Z,2012-02-14T20:00:00Z,PT30M,18.9,66,90,8,74
2012-02-14T21:00:00Z,2012-02-14T20:30:00Z,PT30M,19.0,117,38,11,128
2012-02-14T21:30:00Z,2012-02-14T21:00:00Z,PT30M,19.4,110,326,155,265
2012-02-14T22:00:00Z,2012-02-14T21:30:00Z,PT30M,19.9,86,707,339,426
2012-02-14T22:30:00Z,2012-02-14T22:00:00Z,PT30M,20.4,84,834,460,544
2012-02-14T23:00:00Z,2012-02-14T22:30:00Z,PT30M,21.0,89,877,558,648
2012-02-14T23:30:00Z,2012-02-14T23:00:00Z,PT30M,21.6,93,906,645,737
2012-02-15T00:00:00Z,2012-02-14T23:30:00Z,PT30M,22.1,95,931,726,821
2012-02-15T00:30:00Z,2012-02-15T00:00:00Z,PT30M,22.2,97,947,789,886
2012-02-15T01:00:00Z,2012-02-15T00:30:00Z,PT30M,22.1,98,961,845,943
2012-02-15T01:30:00Z,2012-02-15T01:00:00Z,PT30M,21.9,101,967,877,978
2012-02-15T02:00:00Z,2012-02-15T01:30:00Z,PT30M,21.8,103,970,900,1003
2012-02-15T02:30:00Z,2012-02-15T02:00:00Z,PT30M,21.6,103,970,902,1005
2012-02-15T03:00:00Z,2012-02-15T02:30:00Z,PT30M,21.4,102,970,895,997
2012-02-15T03:30:00Z,2012-02-15T03:00:00Z,PT30M,21.3,98,967,867,965
2012-02-15T04:00:00Z,2012-02-15T03:30:00Z,PT30M,21.2,94,963,831,925
2012-02-15T04:30:00Z,2012-02-15T04:00:00Z,PT30M,21.1,92,948,770,862
2012-02-15T05:00:00Z,2012-02-15T04:30:00Z,PT30M,21.1,91,929,700,791
2012-02-15T05:30:00Z,2012-02-15T05:00:00Z,PT30M,21.0,88,902,615,703
2012-02-15T06:00:00Z,2012-02-15T05:30:00Z,PT30M,20.9,83,871,525,608
2012-02-15T06:30:00Z,2012-02-15T06:00:00Z,PT30M,20.8,77,824,425,502
2012-02-15T07:00:00Z,2012-02-15T06:30:00Z,PT30M,20.5,70,769,323,393
2012-02-15T07:30:00Z,2012-02-15T07:00:00Z,PT30M,20.3,60,672,222,282
2012-02-15T08:00:00Z,2012-02-15T07:30:00Z,PT30M,20.1,48,554,125,173
2012-02-15T08:30:00Z,2012-02-15T08:00:00Z,PT30M,19.9,27,321,62,89
2012-02-15T09:00:00Z,2012-02-15T08:30:00Z,PT30M,19.6,5,63,12,18
2012-02-15T09:30:00Z,2012-02-15T09:00:00Z,PT30M,19.6,0,0,0,0
2012-02-15T10:00:00Z,2012-02-15T09:30:00Z,PT30M,19.5,0,0,0,0
2012-02-15T10:30:00Z,2012-02-15T10:00:00Z,PT30M,19.5,0,0,0,0
2012-02-15T11:00:00Z,2012-02-15T10:30:00Z,PT30M,19.5,0,0,0,0
2012-02-15T11:30:00Z,2012-02-15T11:00:00Z,PT30M,19.5,0,0,0,0
2012-02-15T12:00:00Z,2012-02-15T11:30:00Z,PT30M,19.5,0,0,0,0
2012-02-15T12:30:00Z,2012-02-15T12:00:00Z,PT30M,19.5,0,0,0,0
2012-02-15T13:00:00Z,2012-02-15T12:30:00Z,PT30M,19.3,0,0,0,0
2012-02-15T13:30:00Z,2012-02-15T13:00:00Z,PT30M,19.2,0,0,0,0
2012-02-15T14:00:00Z,2012-02-15T13:30:00Z,PT30M,19.1,0,0,0,0
2012-02-15T14:30:00Z,2012-02-15T14:00:00Z,PT30M,18.9,0,0,0,0
2012-02-15T15:00:00Z,2012-02-15T14:30:00Z,PT30M,18.8,0,0,0,0
2012-02-15T15:30:00Z,2012-02-15T15:00:00Z,PT30M,18.7,0,0,0,0
2012-02-15T16:00:00Z,2012-02-15T15:30:00Z,PT30M,18.6,0,0,0,0
2012-02-15T16:30:00Z,2012-02-15T16:00:00Z,PT30M,18.5,0,0,0,0
2012-02-15T17:00:00Z,2012-02-15T16:30:00Z,PT30M,18.5,0,0,0,0
2012-02-15T17:30:00Z,2012-02-15T17:00:00Z,PT30M,18.4,0,0,0,0
2012-02-15T18:00:00Z,2012-02-15T17:30:00Z,PT30M,18.3,0,0,0,0
2012-02-15T18:30:00Z,2012-02-15T18:00:00Z,PT30M,18.3,0,0,0,0
2012-02-15T19:00:00Z,2012-02-15T18:30:00Z,PT30M,18.4,0,4,0,1
2012-02-15T19:30:00Z,2012-02-15T19:00:00Z,PT30M,18.5,8,68,6,14
2012-02-15T20:00:00Z,2012-02-15T19:30:00Z,PT30M,18.7,19,157,16,35
2012-02-15T20:30:00Z,2012-02-15T20:00:00Z,PT30M,18.8,45,314,67,112
2012-02-15T21:00:00Z,2012-02-15T20:30:00Z,PT30M,18.9,74,493,134,208
