PeriodEnd,PeriodStart,Period,AirTemp,Dhi,Dni,Ebh,Ghi
2010-07-06T05:30:00Z,2010-07-06T05:00:00Z,PT30M,14.5,48,0,0,48
2010-07-06T06:00:00Z,2010-07-06T05:30:00Z,PT30M,14.5,44,0,0,44
2010-07-06T06:30:00Z,2010-07-06T06:00:00Z,PT30M,14.4,27,4,0,28
2010-07-06T07:00:00Z,2010-07-06T06:30:00Z,PT30M,14.2,7,8,1,8
2010-07-06T07:30:00Z,2010-07-06T07:00:00Z,PT30M,13.9,2,5,0,2
2010-07-06T08:00:00Z,2010-07-06T07:30:00Z,PT30M,13.7,0,1,0,0
2010-07-06T08:30:00Z,2010-07-06T08:00:00Z,PT30M,13.4,0,0,0,0
2010-07-06T09:00:00Z,2010-07-06T08:30:00Z,PT30M,13.1,0,0,0,0
2010-07-06T09:30:00Z,2010-07-06T09:00:00Z,PT30M,12.9,0,0,0,0
2010-07-06T10:00:00Z,2010-07-06T09:30:00Z,PT30M,12.8,0,0,0,0
2010-07-06T10:30:00Z,2010-07-06T10:00:00Z,PT30M,12.6,0,0,0,0
2010-07-06T11:00:00Z,2010-07-06T10:30:00Z,PT30M,12.5,0,0,0,0
2010-07-06T11:30:00Z,2010-07-06T11:00:00Z,PT30M,12.3,0,0,0,0
2010-07-06T12:00:00Z,2010-07-06T11:30:00Z,PT30M,12.2,0,0,0,0
2010-07-06T12:30:00Z,2010-07-06T12:00:00Z,PT30M,12.2,0,0,0,0
2010-07-06T13:00:00Z,2010-07-06T12:30:00Z,PT30M,12.3,0,0,0,0
2010-07-06T13:30:00Z,2010-07-06T13:00:00Z,PT30M,12.4,0,0,0,0
2010-07-06T14:00:00Z,2010-07-06T13:30:00Z,PT30M,12.5,0,0,0,0
2010-07-06T14:30:00Z,2010-07-06T14:00:00Z,PT30M,12.6,0,0,0,0
2010-07-06T15:00:00Z,2010-07-06T14:30:00Z,PT30M,12.8,0,0,0,0
2010-07-06T15:30:00Z,2010-07-06T15:00:00Z,PT30M,12.8,0,0,0,0
2010-07-06T16:00:00Z,2010-07-06T15:30:00Z,PT30M,12.8,0,0,0,0
2010-07-06T16:30:00Z,2010-07-06T16:00:00Z,PT30M,12.7,0,0,0,0
2010-07-06T17:00:00Z,2010-07-06T16:30:00Z,PT30M,12.7,0,0,0,0
2010-07-06T17:30:00Z,2010-07-06T17:00:00Z,PT30M,12.7,0,0,0,0
2010-07-06T18:00:00Z,2010-07-06T17:30:00Z,PT30M,12.7,0,0,0,0
2010-07-06T18:30:00Z,2010-07-06T18:00:00Z,PT30M,12.6,0,0,0,0
2010-07-06T19:00:00Z,2010-07-06T18:30:00Z,PT30M,12.6,0,0,0,0
2010-07-06T19:30:00Z,2010-07-06T19:00:00Z,PT30M,12.6,0,0,0,0
2010-07-06T20:00:00Z,2010-07-06T19:30:00Z,PT30M,12.6,0,0,0,0
2010-07-06T20:30:00Z,2010-07-06T20:00:00Z,PT30M,12.6,0,0,0,0
2010-07-06T21:00:00Z,2010-07-06T20:30:00Z,PT30M,12.5,1,0,0,1
2010-07-06T21:30:00Z,2010-07-06T21:00:00Z,PT30M,12.5,24,0,0,24
2010-07-06T22:00:00Z,2010-07-06T21:30:00Z,PT30M,12.3,52,0,0,52
2010-07-06T22:30:00Z,2010-07-06T22:00:00Z,PT30M,12.2,78,0,0,78
2010-07-06T23:00:00Z,2010-07-06T22:30:00Z,PT30M,12.1,104,0,0,104
2010-07-06T23:30:00Z,2010-07-06T23:00:00Z,PT30M,11.9,142,0,0,142
2010-07-07T00:00:00Z,2010-07-06T23:30:00Z,PT30M,11.8,179,0,0,179
2010-07-07T00:30:00Z,2010-07-07T00:00:00Z,PT30M,12.1,137,0,0,137
2010-07-07T01:00:00Z,2010-07-07T00:30:00Z,PT30M,12.5,74,0,0,74
2010-07-07T01:30:00Z,2010-07-07T01:00:00Z,PT30M,12.9,51,0,0,51
2010-07-07T02:00:00Z,2010-07-07T01:30:00Z,PT30M,13.4,41,0,0,41
2010-07-07T02:30:00Z,2010-07-07T02:00:00Z,PT30M,13.9,33,0,0,33
2010-07-07T03:00:00Z,2010-07-07T02:30:00Z,PT30M,14.4,27,0,0,27
2010-07-07T03:30:00Z,2010-07-07T03:00:00Z,PT30M,14.5,57,0,0,57
2010-07-07T04:00:00Z,2010-07-07T03:30:00Z,PT30M,14.6,96,0,0,96
2010-07-07T04:30:00Z,2010-07-07T04:00:00Z,PT30M,14.6,127,0,0,127
2010-07-07T05:00:00Z,2010-07-07T04:30:00Z,PT30M,14.6,150,13,2,152
2010-07-07T05:30:00Z,2010-07-07T05:00:00Z,PT30M,14.6,113,208,40,153
2010-07-07T06:00:00Z,2010-07-07T05:30:00Z,PT30M,14.6,58,438,84,143
2010-07-07T06:30:00Z,2010-07-07T06:00:00Z,PT30M,14.5,29,305,58,87
2010-07-07T07:00:00Z,2010-07-07T06:30:00Z,PT30M,14.3,8,66,12,20
2010-07-07T07:30:00Z,2010-07-07T07:00:00Z,PT30M,14.2,2,5,0,2
2010-07-07T08:00:00Z,2010-07-07T07:30:00Z,PT30M,14.0,0,1,0,0
2010-07-07T08:30:00Z,2010-07-07T08:00:00Z,PT30M,13.9,0,0,0,0
2010-07-07T09:00:00Z,2010-07-07T08:30:00Z,PT30M,13.7,0,0,0,0
2010-07-07T09:30:00Z,2010-07-07T09:00:00Z,PT30M,13.4,0,0,0,0
2010-07-07T10:00:00Z,2010-07-07T09:30:00Z,PT30M,13.2,0,0,0,0
2010-07-07T10:30:00Z,2010-07-07T10:00:00Z,PT30M,12.9,0,0,0,0
2010-07-07T11:00:00Z,2010-07-07T10:30:00Z,PT30M,12.6,0,0,0,0
2010-07-07T11:30:00Z,2010-07-07T11:00:00Z,PT30M,12.3,0,0,0,0
2010-07-07T12:00:00Z,2010-07-07T11:30:00Z,PT30M,12.0,0,0,0,0
2010-07-07T12:30:00Z,2010-07-07T12:00:00Z,PT30M,12.0,0,0,0,0
2010-07-07T13:00:00Z,2010-07-07T12:30:00Z,PT30M,12.1,0,0,0,0
2010-07-07T13:30:00Z,2010-07-07T13:00:00Z,PT30M,12.3,0,0,0,0
2010-07-07T14:00:00Z,2010-07-07T13:30:00Z,PT30M,12.4,0,0,0,0
2010-07-07T14:30:00Z,2010-07-07T14:00:00Z,PT30M,12.6,0,0,0,0
2010-07-07T15:00:00Z,2010-07-07T14:30:00Z,PT30M,12.8,0,0,0,0
2010-07-07T15:30:00Z,2010-07-07T15:00:00Z,PT30M,12.7,0,0,0,0
2010-07-07T16:00:00Z,2010-07-07T15:30:00Z,PT30M,12.7,0,0,0,0
2010-07-07T16:30:00Z,2010-07-07T16:00:00Z,PT30M,12.6,0,0,0,0
2010-07-07T17:00:00Z,2010-07-07T16:30:00Z,PT30M,12.5,0,0,0,0
2010-07-07T17:30:00Z,2010-07-07T17:00:00Z,PT30M,12.4,0,0,0,0
2010-07-07T18:00:00Z,2010-07-07T17:30:00Z,PT30M,12.3,0,0,0,0
2010-07-07T18:30:00Z,2010-07-07T18:00:00Z,PT30M,12.2,0,0,0,0
2010-07-07T19:00:00Z,2010-07-07T18:30:00Z,PT30M,12.2,0,0,0,0
2010-07-07T19:30:00Z,2010-07-07T19:00:00Z,PT30M,12.1,0,0,0,0
2010-07-07T20:00:00Z,2010-07-07T19:30:00Z,PT30M,12.1,0,0,0,0
2010-07-07T20:30:00Z,2010-07-07T20:00:00Z,PT30M,12.0,0,0,0,0
2010-07-07T21:00:00Z,2010-07-07T20:30:00Z,PT30M,12.0,1,6,1,2
2010-07-07T21:30:00Z,2010-07-07T21:00:00Z,PT30M,12.0,22,99,14,36
2010-07-07T22:00:00Z,2010-07-07T21:30:00Z,PT30M,12.0,51,208,30,80
2010-07-07T22:30:00Z,2010-07-07T22:00:00Z,PT30M,12.0,102,144,21,123
2010-07-07T23:00:00Z,2010-07-07T22:30:00Z,PT30M,12.0,156,49,13,169
2010-07-07T23:30:00Z,2010-07-07T23:00:00Z,PT30M,12.0,129,315,136,265
2010-07-08T00:00:00Z,2010-07-07T23:30:00Z,PT30M,12.0,81,659,286,367
2010-07-08T00:30:00Z,2010-07-08T00:00:00Z,PT30M,12.3,113,454,197,310
2010-07-08T01:00:00Z,2010-07-08T00:30:00Z,PT30M,12.6,166,90,39,205
2010-07-08T01:30:00Z,2010-07-08T01:00:00Z,PT30M,13.0,149,0,0,149
2010-07-08T02:00:00Z,2010-07-08T01:30:00Z,PT30M,13.4,115,0,0,115
2010-07-08T02:30:00Z,2010-07-08T02:00:00Z,PT30M,13.7,185,0,0,185
2010-07-08T03:00:00Z,2010-07-08T02:30:00Z,PT30M,14.1,280,0,0,280
2010-07-08T03:30:00Z,2010-07-08T03:00:00Z,PT30M,14.2,252,0,0,252
2010-07-08T04:00:00Z,2010-07-08T03:30:00Z,PT30M,14.1,186,0,0,186
2010-07-08T04:30:00Z,2010-07-08T04:00:00Z,PT30M,14.0,142,0,0,142
2010-07-08T05:00:00Z,2010-07-08T04:30:00Z,PT30M,13.9,104,0,0,104
2010-07-08T05:30:00Z,2010-07-08T05:00:00Z,PT30M,13.8,60,0,0,60
2010-07-08T06:00:00Z,2010-07-08T05:30:00Z,PT30M,13.7,15,0,0,15
2010-07-08T06:30:00Z,2010-07-08T06:00:00Z,PT30M,13.6,4,4,0,4
2010-07-08T07:00:00Z,2010-07-08T06:30:00Z,PT30M,13.5,4,8,1,4
2010-07-08T07:30:00Z,2010-07-08T07:00:00Z,PT30M,13.3,2,6,1,3
2010-07-08T08:00:00Z,2010-07-08T07:30:00Z,PT30M,13.2,0,1,0,1
2010-07-08T08:30:00Z,2010-07-08T08:00:00Z,PT30M,13.0,0,0,0,0
2010-07-08T09:00:00Z,2010-07-08T08:30:00Z,PT30M,12.9,0,0,0,0
2010-07-08T09:30:00Z,2010-07-08T09:00:00Z,PT30M,12.7,0,0,0,0
2010-07-08T10:00:00Z,2010-07-08T09:30:00Z,PT30M,12.5,0,0,0,0
2010-07-08T10:30:00Z,2010-07-08T10:00:00Z,PT30M,12.3,0,0,0,0
2010-07-08T11:00:00Z,2010-07-08T10:30:00Z,PT30M,12.0,0,0,0,0
2010-07-08T11:30:00Z,2010-07-08T11:00:00Z,PT30M,11.8,0,0,0,0
2010-07-08T12:00:00Z,2010-07-08T11:30:00Z,PT30M,11.6,0,0,0,0
2010-07-08T12:30:00Z,2010-07-08T12:00:00Z,PT30M,11.6,0,0,0,0
2010-07-08T13:00:00Z,2010-07-08T12:30:00Z,PT30M,11.7,0,0,0,0
2010-07-08T13:30:00Z,2010-07-08T13:00:00Z,PT30M,11.9,0,0,0,0
2010-07-08T14:00:00Z,2010-07-08T13:30:00Z,PT30M,12.0,0,0,0,0
2010-07-08T14:30:00Z,2010-07-08T14:00:00Z,PT30M,12.2,0,0,0,0
2010-07-08T15:00:00Z,2010-07-08T14:30:00Z,PT30M,12.3,0,0,0,0
2010-07-08T15:30:00Z,2010-07-08T15:00:00Z,PT30M,12.4,0,0,0,0
2010-07-08T16:00:00Z,2010-07-08T15:30:00Z,PT30M,12.4,0,0,0,0
2010-07-08T16:30:00Z,2010-07-08T16:00:00Z,PT30M,12.4,0,0,0,0
2010-07-08T17:00:00Z,2010-07-08T16:30:00Z,PT30M,12.4,0,0,0,0
2010-07-08T17:30:00Z,2010-07-08T17:00:00Z,PT30M,12.4,0,0,0,0
2010-07-08T18:00:00Z,2010-07-08T17:30:00Z,PT30M,12.4,0,0,0,0
2010-07-08T18:30:00Z,2010-07-08T18:00:00Z,PT30M,12.4,0,0,0,0
2010-07-08T19:00:00Z,2010-07-08T18:30:00Z,PT30M,12.4,0,0,0,0
2010-07-08T19:30:00Z,2010-07-08T19:00:00Z,PT30M,12.5,0,0,0,0
2010-07-08T20:00:00Z,2010-07-08T19:30:00Z,PT30M,12.5,0,0,0,0
2010-07-08T20:30:00Z,2010-07-08T20:00:00Z,PT30M,12.5,0,0,0,0
2010-07-08T21:00:00Z,2010-07-08T20:30:00Z,PT30M,12.5,1,0,0,1
2010-07-08T21:30:00Z,2010-07-08T21:00:00Z,PT30M,12.5,12,0,0,12
2010-07-08T22:00:00Z,2010-07-08T21:30:00Z,PT30M,12.4,28,0,0,28
2010-07-08T22:30:00Z,2010-07-08T22:00:00Z,PT30M,12.3,52,0,0,52
2010-07-08T23:00:00Z,2010-07-08T22:30:00Z,PT30M,12.2,78,20,9,86
2010-07-08T23:30:00Z,2010-07-08T23:00:00Z,PT30M,12.1,75,320,139,214
2010-07-09T00:00:00Z,2010-07-08T23:30:00Z,PT30M,12.1,66,672,292,358
2010-07-09T00:30:00Z,2010-07-09T00:00:00Z,PT30M,12.3,100,463,201,301
2010-07-09T01:00:00Z,2010-07-09T00:30:00Z,PT30M,12.6,146,107,48,194
2010-07-09T01:30:00Z,2010-07-09T01:00:00Z,PT30M,13.0,154,252,139,294
2010-07-09T02:00:00Z,2010-07-09T01:30:00Z,PT30M,13.4,147,531,293,440
2010-07-09T02:30:00Z,2010-07-09T02:00:00Z,PT30M,13.8,95,366,202,297
2010-07-09T03:00:00Z,2010-07-09T02:30:00Z,PT30M,14.2,32,72,40,72
2010-07-09T03:30:00Z,2010-07-09T03:00:00Z,PT30M,14.3,35,0,0,35
2010-07-09T04:00:00Z,2010-07-09T03:30:00Z,PT30M,14.4,61,3,1,62
2010-07-09T04:30:00Z,2010-07-09T04:00:00Z,PT30M,14.4,112,46,16,128
2010-07-09T05:00:00Z,2010-07-09T04:30:00Z,PT30M,14.3,165,112,37,202
2010-07-09T05:30:00Z,2010-07-09T05:00:00Z,PT30M,14.3,124,299,69,193
2010-07-09T06:00:00Z,2010-07-09T05:30:00Z,PT30M,14.3,55,501,100,155
2010-07-09T06:30:00Z,2010-07-09T06:00:00Z,PT30M,14.2,25,343,66,91
2010-07-09T07:00:00Z,2010-07-09T06:30:00Z,PT30M,14.0,8,81,14,22
2010-07-09T07:30:00Z,2010-07-09T07:00:00Z,PT30M,13.8,2,10,1,3
2010-07-09T08:00:00Z,2010-07-09T07:30:00Z,PT30M,13.6,0,2,0,1
2010-07-09T08:30:00Z,2010-07-09T08:00:00Z,PT30M,13.4,0,0,0,0
2010-07-09T09:00:00Z,2010-07-09T08:30:00Z,PT30M,13.2,0,0,0,0
2010-07-09T09:30:00Z,2010-07-09T09:00:00Z,PT30M,13.0,0,0,0,0
2010-07-09T10:00:00Z,2010-07-09T09:30:00Z,PT30M,12.9,0,0,0,0
2010-07-09T10:30:00Z,2010-07-09T10:00:00Z,PT30M,12.7,0,0,0,0
2010-07-09T11:00:00Z,2010-07-09T10:30:00Z,PT30M,12.6,0,0,0,0
2010-07-09T11:30:00Z,2010-07-09T11:00:00Z,PT30M,12.5,0,0,0,0
2010-07-09T12:00:00Z,2010-07-09T11:30:00Z,PT30M,12.4,0,0,0,0
2010-07-09T12:30:00Z,2010-07-09T12:00:00Z,PT30M,12.4,0,0,0,0
2010-07-09T13:00:00Z,2010-07-09T12:30:00Z,PT30M,12.6,0,0,0,0
2010-07-09T13:30:00Z,2010-07-09T13:00:00Z,PT30M,12.7,0,0,0,0
2010-07-09T14:00:00Z,2010-07-09T13:30:00Z,PT30M,12.9,0,0,0,0
2010-07-09T14:30:00Z,2010-07-09T14:00:00Z,PT30M,13.1,0,0,0,0
2010-07-09T15:00:00Z,2010-07-09T14:30:00Z,PT30M,13.3,0,0,0,0
2010-07-09T15:30:00Z,2010-07-09T15:00:00Z,PT30M,13.3,0,0,0,0
2010-07-09T16:00:00Z,2010-07-09T15:30:00Z,PT30M,13.3,0,0,0,0
2010-07-09T16:30:00Z,2010-07-09T16:00:00Z,PT30M,13.3,0,0,0,0
2010-07-09T17:00:00Z,2010-07-09T16:30:00Z,PT30M,13.3,0,0,0,0
2010-07-09T17:30:00Z,2010-07-09T17:00:00Z,PT30M,13.3,0,0,0,0
2010-07-09T18:00:00Z,2010-07-09T17:30:00Z,PT30M,13.2,0,0,0,0
2010-07-09T18:30:00Z,2010-07-09T18:00:00Z,PT30M,13.1,0,0,0,0
2010-07-09T19:00:00Z,2010-07-09T18:30:00Z,PT30M,13.0,0,0,0,0
2010-07-09T19:30:00Z,2010-07-09T19:00:00Z,PT30M,12.9,0,0,0,0
2010-07-09T20:00:00Z,2010-07-09T19:30:00Z,PT30M,12.7,0,0,0,0
2010-07-09T20:30:00Z,2010-07-09T20:00:00Z,PT30M,12.6,0,0,0,0
2010-07-09T21:00:00Z,2010-07-09T20:30:00Z,PT30M,12.4,1,12,2,3
2010-07-09T21:30:00Z,2010-07-09T21:00:00Z,PT30M,12.3,13,201,29,42
2010-07-09T22:00:00Z,2010-07-09T21:30:00Z,PT30M,12.2,32,426,62,94
2010-07-09T22:30:00Z,2010-07-09T22:00:00Z,PT30M,12.0,80,365,65,145
2010-07-09T23:00:00Z,2010-07-09T22:30:00Z,PT30M,11.9,139,213,56,195
2010-07-09T23:30:00Z,2010-07-09T23:00:00Z,PT30M,11.8,194,108,33,227
2010-07-10T00:00:00Z,2010-07-09T23:30:00Z,PT30M,11.7,246,25,8,255
2010-07-10T00:30:00Z,2010-07-10T00:00:00Z,PT30M,12.1,273,39,20,293
2010-07-10T01:00:00Z,2010-07-10T00:30:00Z,PT30M,12.6,292,82,43,335
2010-07-10T01:30:00Z,2010-07-10T01:00:00Z,PT30M,13.3,303,97,52,355
2010-07-10T02:00:00Z,2010-07-10T01:30:00Z,PT30M,13.9,308,101,55,364
2010-07-10T02:30:00Z,2010-07-10T02:00:00Z,PT30M,14.6,255,62,34,290
2010-07-10T03:00:00Z,2010-07-10T02:30:00Z,PT30M,15.2,184,32,16,200
2010-07-10T03:30:00Z,2010-07-10T03:00:00Z,PT30M,15.5,127,325,152,279
2010-07-10T04:00:00Z,2010-07-10T03:30:00Z,PT30M,15.6,78,683,319,397
2010-07-10T04:30:00Z,2010-07-10T04:00:00Z,PT30M,15.6,73,471,220,293
2010-07-10T05:00:00Z,2010-07-10T04:30:00Z,PT30M,15.6,82,105,46,127
2010-07-10T05:30:00Z,2010-07-10T05:00:00Z,PT30M,15.6,72,193,38,110
2010-07-10T06:00:00Z,2010-07-10T05:30:00Z,PT30M,15.6,55,406,80,136
2010-07-10T06:30:00Z,2010-07-10T06:00:00Z,PT30M,15.4,34,281,55,89
2010-07-10T07:00:00Z,2010-07-10T06:30:00Z,PT30M,15.2,11,57,11,22
2010-07-10T07:30:00Z,2010-07-10T07:00:00Z,PT30M,14.9,3,1,0,3
2010-07-10T08:00:00Z,2010-07-10T07:30:00Z,PT30M,14.6,1,0,0,1
2010-07-10T08:30:00Z,2010-07-10T08:00:00Z,PT30M,14.3,0,0,0,0
2010-07-10T09:00:00Z,2010-07-10T08:30:00Z,PT30M,14.0,0,0,0,0
2010-07-10T09:30:00Z,2010-07-10T09:00:00Z,PT30M,13.8,0,0,0,0
2010-07-10T10:00:00Z,2010-07-10T09:30:00Z,PT30M,13.7,0,0,0,0
2010-07-10T10:30:00Z,2010-07-10T10:00:00Z,PT30M,13.7,0,0,0,0
2010-07-10T11:00:00Z,2010-07-10T10:30:00Z,PT30M,13.6,0,0,0,0
2010-07-10T11:30:00Z,2010-07-10T11:00:00Z,PT30M,13.6,0,0,0,0
2010-07-10T12:00:00Z,2010-07-10T11:30:00Z,PT30M,13.5,0,0,0,0
2010-07-10T12:30:00Z,2010-07-10T12:00:00Z,PT30M,13.5,0,0,0,0
2010-07-10T13:00:00Z,2010-07-10T12:30:00Z,PT30M,13.6,0,0,0,0
2010-07-10T13:30:00Z,2010-07-10T13:00:00Z,PT30M,13.6,0,0,0,0
2010-07-10T14:00:00Z,2010-07-10T13:30:00Z,PT30M,13.6,0,0,0,0
2010-07-10T14:30:00Z,2010-07-10T14:00:00Z,PT30M,13.7,0,0,0,0
2010-07-10T15:00:00Z,2010-07-10T14:30:00Z,PT30M,13.7,0,0,0,0
2010-07-10T15:30:00Z,2010-07-10T15:00:00Z,PT30M,13.7,0,0,0,0
2010-07-10T16:00:00Z,2010-07-10T15:30:00Z,PT30M,13.6,0,0,0,0
2010-07-10T16:30:00Z,2010-07-10T16:00:00Z,PT30M,13.6,0,0,0,0
2010-07-10T17:00:00Z,2010-07-10T16:30:00Z,PT30M,13.5,0,0,0,0
2010-07-10T17:30:00Z,2010-07-10T17:00:00Z,PT30M,13.5,0,0,0,0
2010-07-10T18:00:00Z,2010-07-10T17:30:00Z,PT30M,13.4,0,0,0,0
2010-07-10T18:30:00Z,2010-07-10T18:00:00Z,PT30M,13.4,0,0,0,0
2010-07-10T19:00:00Z,2010-07-10T18:30:00Z,PT30M,13.5,0,0,0,0
2010-07-10T19:30:00Z,2010-07-10T19:00:00Z,PT30M,13.5,0,0,0,0
2010-07-10T20:00:00Z,2010-07-10T19:30:00Z,PT30M,13.5,0,0,0,0
2010-07-10T20:30:00Z,2010-07-10T20:00:00Z,PT30M,13.6,0,0,0,0
2010-07-10T21:00:00Z,2010-07-10T20:30:00Z,PT30M,13.6,1,0,0,1
2010-07-10T21:30:00Z,2010-07-10T21:00:00Z,PT30M,13.8,19,0,0,19
2010-07-10T22:00:00Z,2010-07-10T21:30:00Z,PT30M,13.9,43,0,0,43
2010-07-10T22:30:00Z,2010-07-10T22:00:00Z,PT30M,14.1,70,0,0,70
2010-07-10T23:00:00Z,2010-07-10T22:30:00Z,PT30M,14.3,100,0,0,100
2010-07-10T23:30:00Z,2010-07-10T23:00:00Z,PT30M,14.4,144,0,0,144
2010-07-11T00:00:00Z,2010-07-10T23:30:00Z,PT30M,14.6,187,0,0,187
2010-07-11T00:30:00Z,2010-07-11T00:00:00Z,PT30M,14.9,149,0,0,149
2010-07-11T01:00:00Z,2010-07-11T00:30:00Z,PT30M,15.2,91,0,0,91
2010-07-11T01:30:00Z,2010-07-11T01:00:00Z,PT30M,15.5,145,0,0,145
2010-07-11T02:00:00Z,2010-07-11T01:30:00Z,PT30M,15.8,228,0,0,228
2010-07-11T02:30:00Z,2010-07-11T02:00:00Z,PT30M,16.1,216,0,0,216
2010-07-11T03:00:00Z,2010-07-11T02:30:00Z,PT30M,16.4,174,0,0,174
2010-07-11T03:30:00Z,2010-07-11T03:00:00Z,PT30M,16.5,144,0,0,144
2010-07-11T04:00:00Z,2010-07-11T03:30:00Z,PT30M,16.6,118,0,0,118
2010-07-11T04:30:00Z,2010-07-11T04:00:00Z,PT30M,16.6,107,0,0,107
2010-07-11T05:00:00Z,2010-07-11T04:30:00Z,PT30M,16.6,99,0,0,99
2010-07-11T05:30:00Z,2010-07-11T05:00:00Z,PT30M,16.7,75,0,0,75
2010-07-11T06:00:00Z,2010-07-11T05:30:00Z,PT30M,16.7,47,0,0,47
2010-07-11T06:30:00Z,2010-07-11T06:00:00Z,PT30M,16.5,27,6,1,27
2010-07-11T07:00:00Z,2010-07-11T06:30:00Z,PT30M,16.3,10,12,1,11
2010-07-11T07:30:00Z,2010-07-11T07:00:00Z,PT30M,16.1,3,9,1,4
2010-07-11T08:00:00Z,2010-07-11T07:30:00Z,PT30M,15.9,1,2,0,1
2010-07-11T08:30:00Z,2010-07-11T08:00:00Z,PT30M,15.6,0,0,0,0
2010-07-11T09:00:00Z,2010-07-11T08:30:00Z,PT30M,15.4,0,0,0,0
2010-07-11T09:30:00Z,2010-07-11T09:00:00Z,PT30M,15.1,0,0,0,0
2010-07-11T10:00:00Z,2010-07-11T09:30:00Z,PT30M,14.8,0,0,0,0
2010-07-11T10:30:00Z,2010-07-11T10:00:00Z,PT30M,14.6,0,0,0,0
2010-07-11T11:00:00Z,2010-07-11T10:30:00Z,PT30M,14.3,0,0,0,0
2010-07-11T11:30:00Z,2010-07-11T11:00:00Z,PT30M,14.0,0,0,0,0
2010-07-11T12:00:00Z,2010-07-11T11:30:00Z,PT30M,13.7,0,0,0,0
2010-07-11T12:30:00Z,2010-07-11T12:00:00Z,PT30M,13.5,0,0,0,0
2010-07-11T13:00:00Z,2010-07-11T12:30:00Z,PT30M,13.4,0,0,0,0
2010-07-11T13:30:00Z,2010-07-11T13:00:00Z,PT30M,13.3,0,0,0,0
2010-07-11T14:00:00Z,2010-07-11T13:30:00Z,PT30M,13.2,0,0,0,0
2010-07-11T14:30:00Z,2010-07-11T14:00:00Z,PT30M,13.2,0,0,0,0
2010-07-11T15:00:00Z,2010-07-11T14:30:00Z,PT30M,13.1,0,0,0,0
2010-07-11T15:30:00Z,2010-07-11T15:00:00Z,PT30M,12.9,0,0,0,0
2010-07-11T16:00:00Z,2010-07-11T15:30:00Z,PT30M,12.8,0,0,0,0
2010-07-11T16:30:00Z,2010-07-11T16:00:00Z,PT30M,12.6,0,0,0,0
2010-07-11T17:00:00Z,2010-07-11T16:30:00Z,PT30M,12.4,0,0,0,0
2010-07-11T17:30:00Z,2010-07-11T17:00:00Z,PT30M,12.3,0,0,0,0
2010-07-11T18:00:00Z,2010-07-11T17:30:00Z,PT30M,12.1,0,0,0,0
2010-07-11T18:30:00Z,2010-07-11T18:00:00Z,PT30M,12.0,0,0,0,0
2010-07-11T19:00:00Z,2010-07-11T18:30:00Z,PT30M,11.8,0,0,0,0
2010-07-11T19:30:00Z,2010-07-11T19:00:00Z,PT30M,11.7,0,0,0,0
2010-07-11T20:00:00Z,2010-07-11T19:30:00Z,PT30M,11.6,0,0,0,0
2010-07-11T20:30:00Z,2010-07-11T20:00:00Z,PT30M,11.5,0,0,0,0
2010-07-11T21:00:00Z,2010-07-11T20:30:00Z,PT30M,11.4,1,0,0,1
2010-07-11T21:30:00Z,2010-07-11T21:00:00Z,PT30M,11.5,11,0,0,11
2010-07-11T22:00:00Z,2010-07-11T21:30:00Z,PT30M,11.7,26,0,0,26
2010-07-11T22:30:00Z,2010-07-11T22:00:00Z,PT30M,11.9,67,0,0,67
2010-07-11T23:00:00Z,2010-07-11T22:30:00Z,PT30M,12.1,115,0,0,115
2010-07-11T23:30:00Z,2010-07-11T23:00:00Z,PT30M,12.3,150,0,0,150
2010-07-12T00:00:00Z,2010-07-11T23:30:00Z,PT30M,12.5,178,21,11,189
2010-07-12T00:30:00Z,2010-07-12T00:00:00Z,PT30M,12.8,139,343,179,319
2010-07-12T01:00:00Z,2010-07-12T00:30:00Z,PT30M,13.1,82,722,377,459
2010-07-12T01:30:00Z,2010-07-12T01:00:00Z,PT30M,13.5,57,497,260,318
2010-07-12T02:00:00Z,2010-07-12T01:30:00Z,PT30M,13.8,45,98,51,96
2010-07-12T02:30:00Z,2010-07-12T02:00:00Z,PT30M,14.1,44,0,0,44
2010-07-12T03:00:00Z,2010-07-12T02:30:00Z,PT30M,14.4,47,0,0,47
2010-07-12T03:30:00Z,2010-07-12T03:00:00Z,PT30M,14.6,54,0,0,54
2010-07-12T04:00:00Z,2010-07-12T03:30:00Z,PT30M,14.6,61,0,0,61
2010-07-12T04:30:00Z,2010-07-12T04:00:00Z,PT30M,14.6,45,0,0,45
2010-07-12T05:00:00Z,2010-07-12T04:30:00Z,PT30M,14.7,24,0,0,24
2010-07-12T05:30:00Z,2010-07-12T05:00:00Z,PT30M,14.7,41,0,0,41
2010-07-12T06:00:00Z,2010-07-12T05:30:00Z,PT30M,14.7,67,1,0,67
2010-07-12T06:30:00Z,2010-07-12T06:00:00Z,PT30M,14.6,47,10,1,48
2010-07-12T07:00:00Z,2010-07-12T06:30:00Z,PT30M,14.5,14,22,2,16
2010-07-12T07:30:00Z,2010-07-12T07:00:00Z,PT30M,14.5,4,15,1,5
2010-07-12T08:00:00Z,2010-07-12T07:30:00Z,PT30M,14.4,1,3,0,1
2010-07-12T08:30:00Z,2010-07-12T08:00:00Z,PT30M,14.3,0,0,0,0
2010-07-12T09:00:00Z,2010-07-12T08:30:00Z,PT30M,14.2,0,0,0,0
